SN,latitude,longitude,x,y,species,code,dia_cm,height_m,class
22949,27.42802419,85.050148,307261,3035355,Lagerstroemia parviflora,,58,28,3
22950,27.43541051,85.05029285,307288,3036174,Michelia champaca,,98,29,2
22951,27.42640493,85.04811771,307058,3035179,Pinus roxburghii,,28,25,2
22952,27.42684441,85.04686153,306934,3035230,Pinus wallichiana,,60,18,1
22953,27.42901727,85.05538814,307781,3035457,Quercus spp,,12,22,3
22954,27.43485947,85.04873982,307134,3036115,Schima wallichii,,55,20,2
22955,27.42616472,85.04701253,306948,3035154,Shorea robusta,,29,16,4
22956,27.43268806,85.05023172,307278,3035872,Terminalia alata,,17,17,2
22957,27.42637342,85.0513589,307378,3035171,Trewia nudiflora,,31,27,4
22958,27.43263733,85.05019289,307274,3035866,Tsuga spp,,91,16,2
22959,27.43270364,85.05082467,307336,3035873,Terai spp,,93,20,4
22960,27.43230252,85.04779226,307036,3035833,Hill spp,,42,23,1
22961,27.43082328,85.04679373,306935,3035671,Abies spp,,24,17,2
22962,27.43235851,85.05236901,307488,3035832,Acacia catechu,,92,23,3
22963,27.43219602,85.04711006,306968,3035822,Adina cardifolia,,22,30,3
22964,27.43069602,85.04619331,306875,3035658,Albizia spp,,42,25,1
22965,27.43046364,85.05363639,307610,3035620,Alnus nepalensis,,13,15,2
22966,27.43080427,85.04767562,307022,3035667,Anogeissus latifolia,,27,15,3
22967,27.42727442,85.05149284,307393,3035270,Bombax ceiba,,52,17,3
22968,27.43271634,85.04648249,306907,3035881,Cedrela toona,,72,19,3
22969,27.42615861,85.05163933,307406,3035146,Dalbergia sissoo,,16,27,2
22970,27.43179079,85.04815919,307071,3035776,Eugenia Jambolana,,84,16,4
22971,27.4255919,85.05269624,307509,3035082,Hymenodictyon excelsum,,59,22,4
22972,27.43003329,85.05097831,307347,3035577,Lagerstroemia parviflora,,60,19,1
22973,27.42852275,85.0567873,307919,3035400,Michelia champaca,,39,19,4
22974,27.42786933,85.05688385,307927,3035328,Pinus roxburghii,,35,28,4
22975,27.43365294,85.04757928,307017,3035983,Pinus wallichiana,,98,30,3
22976,27.42680231,85.05232782,307475,3035217,Quercus spp,,37,17,3
22977,27.42890264,85.05496419,307739,3035445,Schima wallichii,,62,20,3
22978,27.43571736,85.05033193,307293,3036208,Shorea robusta,,73,28,2
22979,27.42666848,85.04756576,307004,3035209,Terminalia alata,,49,21,2
22980,27.43164435,85.05393191,307642,3035751,Trewia nudiflora,,73,30,1
22981,27.4293337,85.0562711,307869,3035491,Tsuga spp,,13,29,4
22982,27.43006632,85.05163961,307412,3035579,Terai spp,,87,18,3
22983,27.43222272,85.04986631,307241,3035821,Hill spp,,21,20,1
22984,27.434681,85.04887047,307147,3036095,Abies spp,,70,19,4
22985,27.42458826,85.05142812,307382,3034973,Acacia catechu,,15,17,1
22986,27.43233957,85.04910339,307166,3035835,Adina cardifolia,,24,15,3
22987,27.43266772,85.05206167,307459,3035867,Albizia spp,,37,21,1
22988,27.43122227,85.04774299,307029,3035713,Alnus nepalensis,,66,27,3
22989,27.43427671,85.05043287,307300,3036048,Anogeissus latifolia,,87,30,1
22990,27.43549513,85.04979886,307240,3036184,Bombax ceiba,,49,21,2
22991,27.42845445,85.04809519,307059,3035406,Cedrela toona,,71,23,2
22992,27.43083227,85.05122612,307373,3035665,Abies spp,,24,18,2
22993,27.42767088,85.05047251,307293,3035316,Acacia catechu,,84,18,1
22994,27.4275871,85.04661898,306912,3035312,Adina cardifolia,,89,21,3
22995,27.42685262,85.05237929,307480,3035222,Albizia spp,,87,28,3
22996,27.42775449,85.05229069,307473,3035322,Alnus nepalensis,,29,25,4
22997,27.42825704,85.04827667,307077,3035384,Anogeissus latifolia,,73,20,2
22998,27.4246526,85.05292896,307530,3034977,Bombax ceiba,,76,23,3
22999,27.42744665,85.04873795,307121,3035294,Cedrela toona,,19,22,1
23000,27.43157578,85.04868444,307123,3035751,Dalbergia sissoo,,65,21,1
23001,27.4336953,85.05146018,307401,3035982,Eugenia Jambolana,,46,15,1
23002,27.42815267,85.04722552,306973,3035374,Hymenodictyon excelsum,,36,24,4
23003,27.43528859,85.04926146,307186,3036162,Lagerstroemia parviflora,,58,15,3
23004,27.43217415,85.04751578,307008,3035819,Michelia champaca,,43,25,1
23005,27.42761239,85.05308649,307551,3035305,Pinus roxburghii,,97,19,2
23006,27.4289061,85.05402993,307647,3035447,Pinus wallichiana,,49,15,4
23007,27.42970364,85.05256476,307503,3035538,Quercus spp,,57,19,1
23008,27.42668392,85.04715325,306963,3035212,Schima wallichii,,20,28,4
23009,27.42741146,85.05186861,307430,3035285,Shorea robusta,,95,25,2
23010,27.430081,85.05530814,307775,3035575,Terminalia alata,,91,26,2
23011,27.4303056,85.05417748,307664,3035602,Trewia nudiflora,,31,17,1
23012,27.42796373,85.0516027,307405,3035346,Tsuga spp,,33,15,3
23013,27.42298877,85.05142967,307379,3034795,Terai spp,,90,20,2
23014,27.43321764,85.04848666,307106,3035933,Hill spp,,52,27,1
23015,27.42697888,85.0546,307700,3035233,Abies spp,,39,15,4
23016,27.42766314,85.05046516,307292,3035315,Acacia catechu,,85,16,1
23017,27.42409584,85.05221495,307459,3034917,Adina cardifolia,,15,18,2
23018,27.43086661,85.05506508,307752,3035663,Albizia spp,,41,28,1
23019,27.43040243,85.0541075,307657,3035613,Alnus nepalensis,,89,16,4
23020,27.43179419,85.05272985,307523,3035769,Anogeissus latifolia,,68,17,2
23021,27.42974858,85.04969273,307219,3035547,Bombax ceiba,,95,16,3
23022,27.429005,85.05585119,307827,3035455,Cedrela toona,,52,15,2
23023,27.42814917,85.04764009,307014,3035373,Dalbergia sissoo,,42,21,1
23024,27.43578674,85.05059307,307319,3036215,Eugenia Jambolana,,78,21,1
23025,27.43188338,85.05387096,307636,3035777,Hymenodictyon excelsum,,61,19,2
23026,27.43379244,85.05116629,307372,3035993,Lagerstroemia parviflora,,32,29,3
23027,27.43528781,85.05033919,307293,3036160,Michelia champaca,,59,22,1
23028,27.4241209,85.05235967,307473,3034919,Pinus roxburghii,,74,19,3
23029,27.42712828,85.04886467,307133,3035258,Pinus wallichiana,,11,23,4
23030,27.42819118,85.04970116,307217,3035375,Quercus spp,,52,25,4
23031,27.43392361,85.05101211,307357,3036008,Schima wallichii,,75,27,4
23032,27.42926586,85.05080583,307329,3035492,Shorea robusta,,82,20,2
23033,27.42380683,85.05181921,307419,3034885,Terminalia alata,,10,18,3
23034,27.4264753,85.05496067,307734,3035176,Trewia nudiflora,,13,21,3
23035,27.42739267,85.05411181,307652,3035279,Tsuga spp,,78,29,2
23036,27.42724703,85.05006842,307252,3035269,Terai spp,,85,19,3
23037,27.43199661,85.05436442,307685,3035789,Hill spp,,88,17,3
23038,27.43328353,85.04728536,306987,3035943,Abies spp,,38,15,3
23039,27.42747703,85.04779144,307027,3035298,Acacia catechu,,31,30,2
23040,27.42743087,85.05575054,307814,3035281,Adina cardifolia,,20,16,4
23041,27.4319294,85.05197918,307449,3035785,Albizia spp,,25,21,2
23042,27.43446006,85.05023435,307281,3036068,Alnus nepalensis,,64,23,2
23043,27.42948739,85.04619055,306873,3035524,Anogeissus latifolia,,12,23,2
23044,27.42330602,85.05138747,307376,3034831,Bombax ceiba,,66,22,1
23045,27.42878351,85.05502785,307745,3035432,Cedrela toona,,73,15,2
23046,27.42764739,85.05148294,307393,3035312,Abies spp,,73,19,4
23047,27.42691447,85.05042665,307287,3035232,Acacia catechu,,53,23,1
23048,27.42765479,85.05295627,307538,3035310,Adina cardifolia,,68,18,4
23049,27.43364054,85.05134608,307390,3035976,Albizia spp,,93,30,3
23050,27.42898541,85.0497319,307222,3035463,Alnus nepalensis,,13,15,1
23051,27.43182872,85.05442362,307691,3035770,Anogeissus latifolia,,80,26,2
23052,27.43345201,85.04800365,307059,3035960,Bombax ceiba,,80,25,4
23053,27.43208359,85.04795902,307052,3035809,Cedrela toona,,17,15,1
23054,27.43311927,85.0490878,307165,3035922,Dalbergia sissoo,,99,25,1
23055,27.42796838,85.04782007,307031,3035353,Eugenia Jambolana,,23,26,4
23056,27.42903372,85.05142462,307389,3035465,Hymenodictyon excelsum,,69,29,3
23057,27.43009233,85.05163694,307412,3035582,Lagerstroemia parviflora,,45,26,2
23058,27.42397865,85.05126115,307364,3034905,Michelia champaca,,26,17,1
23059,27.42735109,85.05133712,307378,3035279,Pinus roxburghii,,28,18,4
23060,27.42661117,85.04635662,306884,3035205,Pinus wallichiana,,88,29,4
23061,27.43307009,85.0470383,306963,3035919,Quercus spp,,13,15,1
23062,27.43236356,85.05189125,307441,3035833,Schima wallichii,,47,22,4
23063,27.42236141,85.05099328,307335,3034727,Shorea robusta,,96,27,3
23064,27.4345392,85.04933331,307192,3036079,Terminalia alata,,35,16,2
23065,27.42849876,85.05234583,307479,3035405,Trewia nudiflora,,93,28,1
23066,27.42963772,85.05504151,307748,3035527,Tsuga spp,,68,19,4
23067,27.42692184,85.05531785,307771,3035225,Terai spp,,40,30,2
23068,27.42703739,85.04992887,307238,3035246,Hill spp,,97,29,1
23069,27.42929089,85.05603709,307846,3035487,Abies spp,,86,29,2
23070,27.4251102,85.05223769,307463,3035029,Acacia catechu,,33,25,4
23071,27.43064069,85.04721014,306975,3035650,Adina cardifolia,,79,22,2
23072,27.4325153,85.04735757,306993,3035857,Albizia spp,,80,27,4
23073,27.42817436,85.04876838,307125,3035374,Abies spp,,69,27,4
23074,27.43110938,85.04621299,306878,3035703,Acacia catechu,,30,25,3
23075,27.43361941,85.04770301,307029,3035979,Adina cardifolia,,31,26,1
23076,27.42666279,85.04796669,307043,3035208,Albizia spp,,39,21,3
23077,27.43237758,85.04754701,307012,3035842,Alnus nepalensis,,97,27,1
23078,27.4318644,85.04762861,307019,3035785,Anogeissus latifolia,,34,30,1
23079,27.42625295,85.05366014,307605,3035154,Bombax ceiba,,58,26,1
23080,27.4291216,85.04741227,306993,3035481,Cedrela toona,,12,21,1
23081,27.43321607,85.0494271,307199,3035932,Dalbergia sissoo,,78,30,2
23082,27.42787894,85.04632805,306883,3035345,Eugenia Jambolana,,33,21,1
23083,27.43111559,85.04911592,307165,3035700,Hymenodictyon excelsum,,71,20,4
23084,27.43255192,85.05147825,307401,3035855,Lagerstroemia parviflora,,66,23,4
23085,27.42676308,85.04748977,306996,3035220,Michelia champaca,,31,15,4
23086,27.42423529,85.0524489,307482,3034932,Pinus roxburghii,,45,22,4
23087,27.43378237,85.04810277,307069,3035997,Pinus wallichiana,,21,22,2
23088,27.43147574,85.04673743,306930,3035743,Quercus spp,,39,21,4
23089,27.42821484,85.05447685,307690,3035370,Schima wallichii,,87,20,4
23090,27.43009462,85.05550844,307795,3035576,Shorea robusta,,41,28,1
23091,27.42461558,85.05200668,307439,3034975,Terminalia alata,,73,19,1
23092,27.4357141,85.0505981,307319,3036207,Trewia nudiflora,,42,21,4
23093,27.42782862,85.05503231,307744,3035326,Tsuga spp,,67,29,3
23094,27.42685046,85.0511366,307357,3035224,Terai spp,,15,30,1
23095,27.43595302,85.0501622,307277,3036234,Hill spp,,50,16,4
23096,27.42983866,85.04692879,306946,3035561,Abies spp,,21,18,1
23097,27.42321834,85.05130692,307368,3034821,Acacia catechu,,74,23,4
23098,27.43124118,85.04579339,306836,3035719,Adina cardifolia,,37,26,4
23099,27.43073117,85.04666787,306922,3035661,Albizia spp,,39,28,1
23100,27.42707727,85.05184521,307427,3035248,Alnus nepalensis,,99,17,3
23101,27.42944723,85.05520066,307763,3035505,Anogeissus latifolia,,88,20,1
23102,27.42699143,85.05160031,307403,3035239,Bombax ceiba,,91,16,4
23103,27.42839697,85.05189912,307435,3035394,Cedrela toona,,71,30,2
23104,27.43370752,85.05122004,307377,3035983,Dalbergia sissoo,,98,22,3
23105,27.42699896,85.05433368,307673,3035235,Eugenia Jambolana,,39,27,2
23106,27.43108043,85.05051041,307302,3035693,Hymenodictyon excelsum,,80,29,1
23107,27.43417249,85.04949496,307207,3036038,Lagerstroemia parviflora,,56,21,1
23108,27.43017838,85.05054594,307304,3035593,Michelia champaca,,80,21,2
23109,27.42946869,85.04883782,307134,3035517,Pinus roxburghii,,97,28,3
23110,27.42475779,85.05227692,307466,3034990,Pinus wallichiana,,73,29,3
23111,27.42702368,85.05509745,307749,3035237,Quercus spp,,66,17,1
23112,27.42420724,85.05175864,307414,3034930,Schima wallichii,,17,30,4
23113,27.42833158,85.04792512,307042,3035393,Shorea robusta,,95,21,2
23114,27.43248223,85.05252818,307504,3035846,Terminalia alata,,82,26,2
23115,27.43044627,85.05277224,307525,3035620,Trewia nudiflora,,34,30,1
23116,27.4284203,85.05216405,307461,3035396,Tsuga spp,,22,22,4
23117,27.432466,85.05013212,307267,3035848,Terai spp,,68,20,4
23118,27.43289291,85.05186039,307439,3035892,Hill spp,,79,20,4
23119,27.42746733,85.05663446,307902,3035284,Abies spp,,62,20,4
23120,27.42839648,85.05360839,307604,3035391,Acacia catechu,,70,30,1
23121,27.43528457,85.05017217,307276,3036160,Adina cardifolia,,89,15,1
23122,27.42870913,85.04709104,306960,3035436,Albizia spp,,90,21,4
23123,27.42637092,85.05229352,307471,3035169,Alnus nepalensis,,62,27,3
23124,27.42935181,85.04597901,306851,3035509,Anogeissus latifolia,,27,29,4
23125,27.43021362,85.05434605,307680,3035591,Bombax ceiba,,20,27,1
23126,27.43158573,85.05152679,307404,3035748,Cedrela toona,,11,26,2
23127,27.43060316,85.04617533,306873,3035647,Abies spp,,60,20,1
23128,27.43141617,85.04700927,306957,3035736,Acacia catechu,,18,21,1
23129,27.4312536,85.0544784,307695,3035706,Adina cardifolia,,98,17,3
23130,27.42831565,85.04988065,307235,3035388,Albizia spp,,97,18,3
23131,27.43248732,85.04762555,307020,3035854,Alnus nepalensis,,77,23,1
23132,27.43193529,85.04658517,306916,3035794,Anogeissus latifolia,,11,30,1
23133,27.42804602,85.04876383,307125,3035360,Bombax ceiba,,20,15,1
23134,27.4305893,85.05269908,307518,3035636,Cedrela toona,,28,18,1
23135,27.42712877,85.05076985,307321,3035255,Dalbergia sissoo,,26,24,3
23136,27.42709571,85.05269229,307511,3035249,Eugenia Jambolana,,14,17,1
23137,27.43135405,85.04961946,307215,3035725,Hymenodictyon excelsum,,73,20,2
23138,27.42448202,85.05210883,307449,3034960,Lagerstroemia parviflora,,41,21,1
23139,27.43205223,85.04804291,307060,3035805,Michelia champaca,,73,22,1
23140,27.43013152,85.04913208,307165,3035590,Pinus roxburghii,,27,20,4
23141,27.43250253,85.04704423,306962,3035856,Pinus wallichiana,,75,22,3
23142,27.42366081,85.05224114,307461,3034869,Quercus spp,,92,29,1
23143,27.42772567,85.05616944,307856,3035313,Schima wallichii,,16,27,3
23144,27.42665684,85.05530897,307769,3035196,Shorea robusta,,16,17,2
23145,27.43099251,85.05378312,307626,3035679,Terminalia alata,,70,29,2
23146,27.43405164,85.04860347,307119,3036026,Trewia nudiflora,,64,22,4
23147,27.42901045,85.05368771,307613,3035459,Tsuga spp,,74,21,2
23148,27.42654388,85.04732259,306979,3035196,Terai spp,,14,15,2
23149,27.43375823,85.05069598,307325,3035990,Hill spp,,99,23,4
23150,27.42781732,85.04759963,307009,3035336,Abies spp,,61,20,3
23151,27.43006,85.04890756,307142,3035583,Acacia catechu,,90,25,2
23152,27.4271378,85.05436668,307677,3035251,Adina cardifolia,,51,20,4
23153,27.42797561,85.05495406,307736,3035343,Albizia spp,,85,18,2
23154,27.4272965,85.04882894,307130,3035277,Alnus nepalensis,,42,23,1
23155,27.42825288,85.05421541,307664,3035374,Anogeissus latifolia,,71,25,4
23156,27.43118546,85.04582658,306840,3035712,Bombax ceiba,,53,23,3
23157,27.42831001,85.04993245,307241,3035387,Cedrela toona,,100,18,3
23158,27.4270102,85.05304497,307546,3035239,Dalbergia sissoo,,39,22,2
23159,27.43083853,85.0530638,307554,3035663,Eugenia Jambolana,,72,24,1
23160,27.43248752,85.05154734,307407,3035848,Hymenodictyon excelsum,,29,30,1
23161,27.42892818,85.04844815,307095,3035458,Lagerstroemia parviflora,,41,17,3
23162,27.43257027,85.05043283,307297,3035859,Michelia champaca,,88,17,1
23163,27.42613906,85.05477229,307715,3035139,Pinus roxburghii,,98,23,4
23164,27.42950706,85.05316052,307562,3035515,Pinus wallichiana,,71,15,3
23165,27.42980811,85.04921942,307173,3035554,Quercus spp,,51,16,2
23166,27.4283626,85.04999501,307247,3035393,Schima wallichii,,66,23,3
23167,27.42687241,85.05478081,307717,3035221,Shorea robusta,,72,20,3
23168,27.42725153,85.05109454,307354,3035268,Terminalia alata,,40,15,2
23169,27.43450278,85.04815901,307076,3036076,Trewia nudiflora,,30,16,2
23170,27.42945832,85.05577263,307820,3035506,Tsuga spp,,60,21,1
23171,27.4289971,85.05627809,307869,3035454,Terai spp,,25,29,2
23172,27.43290035,85.04657288,306916,3035901,Hill spp,,95,18,1
23173,27.43256906,85.04958889,307214,3035860,Abies spp,,68,16,1
23174,27.42790531,85.05365978,307608,3035337,Acacia catechu,,59,30,2
23175,27.4312309,85.05178276,307429,3035708,Adina cardifolia,,41,20,1
23176,27.42550356,85.05399229,307637,3035070,Albizia spp,,87,26,4
23177,27.43493133,85.04903518,307163,3036122,Alnus nepalensis,,97,19,1
23178,27.42804715,85.05328383,307571,3035353,Anogeissus latifolia,,30,27,2
23179,27.42363723,85.0519589,307433,3034866,Bombax ceiba,,68,30,4
23180,27.43133814,85.05014755,307267,3035723,Cedrela toona,,97,21,4
23181,27.43192443,85.05146713,307399,3035785,Abies spp,,53,16,4
23182,27.42853295,85.05176374,307422,3035409,Acacia catechu,,60,21,1
23183,27.42752509,85.05366415,307608,3035295,Adina cardifolia,,67,23,2
23184,27.43333923,85.0502695,307283,3035944,Albizia spp,,97,17,1
23185,27.42664049,85.05216647,307458,3035199,Alnus nepalensis,,50,22,2
23186,27.42761886,85.04846346,307094,3035313,Anogeissus latifolia,,58,22,2
23187,27.42765312,85.05029259,307275,3035314,Bombax ceiba,,33,19,3
23188,27.43076133,85.05556263,307801,3035650,Cedrela toona,,34,21,4
23189,27.42395835,85.05239186,307476,3034901,Dalbergia sissoo,,48,17,2
23190,27.42805492,85.05121542,307367,3035357,Eugenia Jambolana,,15,23,3
23191,27.42988967,85.04723036,306976,3035567,Hymenodictyon excelsum,,74,30,1
23192,27.42956533,85.05249818,307496,3035522,Lagerstroemia parviflora,,92,16,3
23193,27.42743674,85.04741726,306990,3035295,Michelia champaca,,94,15,1
23194,27.43107506,85.05453309,307700,3035687,Pinus roxburghii,,78,19,4
23195,27.4302039,85.05428339,307674,3035590,Pinus wallichiana,,31,15,1
23196,27.42854579,85.05020438,307268,3035413,Quercus spp,,90,26,1
23197,27.4277004,85.05463789,307705,3035313,Schima wallichii,,94,21,2
23198,27.43454816,85.04941456,307200,3036079,Shorea robusta,,27,16,2
23199,27.43175342,85.05404639,307653,3035763,Terminalia alata,,24,23,1
23200,27.4300685,85.0491811,307169,3035583,Trewia nudiflora,,90,30,4
23201,27.42751864,85.04638511,306888,3035305,Tsuga spp,,33,22,3
23202,27.43180067,85.0503492,307288,3035774,Terai spp,,13,19,2
23203,27.42903677,85.05208958,307455,3035465,Hill spp,,90,17,4
23204,27.43259291,85.04912001,307168,3035863,Abies spp,,85,30,4
23205,27.43065282,85.04565116,306821,3035654,Acacia catechu,,72,18,4
23206,27.43230798,85.0502178,307276,3035830,Adina cardifolia,,33,26,2
23207,27.42725884,85.04895661,307142,3035272,Albizia spp,,34,28,2
23208,27.431424,85.05372154,307621,3035727,Alnus nepalensis,,53,26,4
23209,27.42340566,85.05117518,307355,3034842,Anogeissus latifolia,,50,18,2
23210,27.43283257,85.05231026,307483,3035885,Bombax ceiba,,12,27,1
23211,27.42895309,85.04727393,306979,3035463,Cedrela toona,,39,23,4
23212,27.43221618,85.05040818,307294,3035819,Dalbergia sissoo,,36,25,2
23213,27.42892749,85.05682265,307923,3035445,Eugenia Jambolana,,38,20,2
23214,27.43343081,85.04844304,307102,3035957,Hymenodictyon excelsum,,24,24,4
23215,27.42886805,85.0548508,307728,3035442,Lagerstroemia parviflora,,54,27,2
23216,27.42887524,85.05274059,307519,3035446,Michelia champaca,,37,21,4
23217,27.4275792,85.04844582,307092,3035309,Pinus roxburghii,,55,20,2
23218,27.42720205,85.05242898,307485,3035261,Pinus wallichiana,,40,17,2
23219,27.42751936,85.0510973,307354,3035298,Quercus spp,,47,19,2
23220,27.43204656,85.04844135,307100,3035804,Schima wallichii,,23,18,3
23221,27.43371053,85.04770788,307030,3035989,Shorea robusta,,90,20,4
23222,27.42708746,85.05401411,307642,3035246,Terminalia alata,,29,16,4
23223,27.42821698,85.0561086,307851,3035368,Trewia nudiflora,,34,30,4
23224,27.42785285,85.04889131,307137,3035338,Tsuga spp,,14,17,2
23225,27.43415852,85.05055281,307312,3036034,Terai spp,,47,15,2
23226,27.42759085,85.04884318,307132,3035309,Hill spp,,34,29,3
23227,27.42724766,85.05355793,307597,3035264,Abies spp,,10,28,2
23228,27.43060489,85.04785664,307039,3035645,Acacia catechu,,58,28,3
23229,27.42989013,85.04648994,306903,3035568,Adina cardifolia,,94,30,3
23230,27.42938678,85.04877234,307128,3035508,Albizia spp,,77,24,1
23231,27.42475987,85.05326348,307564,3034989,Alnus nepalensis,,21,23,4
23232,27.43271417,85.05247385,307499,3035871,Anogeissus latifolia,,80,18,1
23233,27.43116309,85.05199564,307449,3035700,Bombax ceiba,,73,30,2
23234,27.42754955,85.05177577,307421,3035300,Cedrela toona,,39,18,2
23235,27.42827606,85.04974528,307222,3035384,Abies spp,,71,24,4
23236,27.42949114,85.04704261,306957,3035523,Acacia catechu,,21,19,4
23237,27.42848208,85.05300321,307544,3035402,Adina cardifolia,,87,25,3
23238,27.43482852,85.05048657,307307,3036109,Albizia spp,,79,17,4
23239,27.43161875,85.04917797,307172,3035755,Alnus nepalensis,,91,20,1
23240,27.42784285,85.05106962,307352,3035334,Anogeissus latifolia,,51,18,4
23241,27.430873,85.04701217,306956,3035676,Bombax ceiba,,14,27,4
23242,27.42696848,85.05425012,307665,3035232,Cedrela toona,,87,29,2
23243,27.42429557,85.052885,307525,3034938,Dalbergia sissoo,,35,27,4
23244,27.42717364,85.04981398,307227,3035262,Eugenia Jambolana,,61,17,3
23245,27.42975419,85.05483149,307727,3035540,Hymenodictyon excelsum,,89,15,2
23246,27.43031728,85.05119573,307369,3035608,Lagerstroemia parviflora,,83,22,1
23247,27.42550194,85.05281057,307520,3035072,Michelia champaca,,41,25,4
23248,27.42824609,85.0520013,307445,3035377,Pinus roxburghii,,34,28,2
23249,27.4249785,85.05297104,307535,3035014,Pinus wallichiana,,74,15,1
23250,27.42765528,85.05663546,307902,3035304,Quercus spp,,81,23,3
23251,27.43278333,85.04960149,307216,3035884,Schima wallichii,,15,24,1
23252,27.42611646,85.05343365,307583,3035139,Shorea robusta,,17,24,2
23253,27.42539817,85.05378852,307617,3035059,Terminalia alata,,36,17,4
23254,27.43361108,85.05120176,307375,3035973,Trewia nudiflora,,15,25,2
23255,27.43126325,85.05106998,307358,3035713,Tsuga spp,,62,17,1
23256,27.42872472,85.04685665,306937,3035438,Terai spp,,68,29,3
23257,27.43060809,85.05134801,307384,3035640,Hill spp,,73,17,1
23258,27.43090818,85.05404622,307652,3035669,Abies spp,,79,19,4
23259,27.42994942,85.05126992,307376,3035567,Acacia catechu,,45,22,1
23260,27.42891072,85.04961003,307210,3035454,Adina cardifolia,,72,18,2
23261,27.42673574,85.0482543,307072,3035216,Albizia spp,,72,25,3
23262,27.43019764,85.05532437,307777,3035588,Alnus nepalensis,,14,26,2
23263,27.42653285,85.05335294,307576,3035185,Anogeissus latifolia,,17,18,2
23264,27.42818161,85.04702485,306953,3035378,Bombax ceiba,,51,23,1
23265,27.43239954,85.04820647,307077,3035843,Cedrela toona,,40,28,3
23266,27.42660833,85.04925618,307171,3035200,Dalbergia sissoo,,18,28,1
23267,27.42636569,85.05360622,307600,3035166,Eugenia Jambolana,,65,25,1
23268,27.42775354,85.05587855,307827,3035317,Hymenodictyon excelsum,,61,21,3
23269,27.42776113,85.05281515,307525,3035322,Lagerstroemia parviflora,,18,30,4
23270,27.43392278,85.05135028,307390,3036007,Michelia champaca,,84,28,1
23271,27.42675089,85.05456823,307696,3035207,Pinus roxburghii,,79,23,3
23272,27.43089508,85.04961156,307213,3035674,Pinus wallichiana,,23,21,4
23273,27.43133867,85.04707146,306963,3035727,Quercus spp,,25,19,2
23274,27.43051402,85.05249133,307497,3035628,Schima wallichii,,58,26,3
23275,27.42996958,85.04921965,307173,3035572,Shorea robusta,,51,23,2
23276,27.42787323,85.04924308,307172,3035340,Terminalia alata,,54,23,2
23277,27.43238636,85.04715892,306973,3035843,Trewia nudiflora,,40,15,4
23278,27.42476061,85.0521996,307459,3034991,Tsuga spp,,39,18,3
23279,27.42677175,85.05483738,307723,3035209,Terai spp,,75,19,2
23280,27.42747878,85.04873395,307121,3035297,Hill spp,,89,26,2
23281,27.42652715,85.04954562,307199,3035190,Abies spp,,30,15,2
23282,27.42727117,85.05426471,307667,3035266,Acacia catechu,,12,21,3
23283,27.42682459,85.0509594,307339,3035221,Adina cardifolia,,67,18,1
23284,27.43396313,85.04848452,307107,3036016,Albizia spp,,88,26,1
23285,27.43058852,85.04814526,307068,3035643,Alnus nepalensis,,10,22,3
23286,27.42970845,85.05394191,307639,3035536,Anogeissus latifolia,,43,19,2
23287,27.43443589,85.05019185,307277,3036066,Bombax ceiba,,38,27,4
23288,27.42783844,85.05352071,307594,3035330,Cedrela toona,,70,21,2
23289,27.43150934,85.05307091,307556,3035737,Abies spp,,26,16,2
23290,27.43076009,85.04942059,307194,3035660,Acacia catechu,,64,25,2
23291,27.4290774,85.04853125,307103,3035475,Adina cardifolia,,71,28,2
23292,27.43125989,85.04612676,306869,3035720,Albizia spp,,51,17,3
23293,27.43037216,85.0484339,307096,3035618,Alnus nepalensis,,87,17,1
23294,27.42941162,85.05279337,307525,3035505,Anogeissus latifolia,,100,21,1
23295,27.42892352,85.0493663,307186,3035456,Bombax ceiba,,61,16,3
23296,27.42992563,85.04982783,307233,3035567,Abies spp,,45,25,3
23297,27.43455419,85.05022074,307280,3036079,Acacia catechu,,57,22,1
23298,27.43223388,85.05005982,307260,3035822,Adina cardifolia,,21,23,1
23299,27.42462128,85.05250179,307488,3034975,Albizia spp,,53,21,4
23300,27.42301414,85.05134423,307371,3034798,Alnus nepalensis,,36,23,4
23301,27.43043055,85.04841127,307094,3035625,Anogeissus latifolia,,66,17,4
23302,27.42827756,85.05554669,307796,3035375,Bombax ceiba,,22,24,2
23303,27.43532161,85.04938853,307199,3036165,Cedrela toona,,91,24,2
23304,27.42335284,85.05151728,307389,3034836,Dalbergia sissoo,,83,17,1
23305,27.42428341,85.05280457,307517,3034937,Eugenia Jambolana,,10,28,2
23306,27.43504614,85.05069389,307327,3036133,Hymenodictyon excelsum,,32,20,1
23307,27.42957582,85.05622232,307865,3035518,Lagerstroemia parviflora,,53,23,4
23308,27.42661261,85.05535906,307774,3035191,Michelia champaca,,62,30,2
23309,27.42833628,85.0549596,307738,3035382,Pinus roxburghii,,11,24,4
23310,27.42860839,85.05093028,307340,3035419,Pinus wallichiana,,97,17,2
23311,27.42635153,85.04810662,307057,3035173,Quercus spp,,88,19,3
23312,27.43091471,85.05489719,307736,3035668,Schima wallichii,,50,23,2
23313,27.42976786,85.05392538,307638,3035543,Shorea robusta,,79,21,2
23314,27.43127361,85.04701914,306958,3035720,Terminalia alata,,12,19,1
23315,27.43144456,85.04765302,307021,3035738,Trewia nudiflora,,53,30,4
23316,27.43400229,85.04759213,307019,3036022,Tsuga spp,,37,18,2
23317,27.42809859,85.05073985,307320,3035363,Terai spp,,100,29,1
