latitude,longitude,x,y,Name,species,code,diameter,height_m,class
27.44658275,85.04597118,306881,3037418,Rame kholsa,Schima wallichii,,77,19,1
27.44095222,85.03843485,306126,3036806,Rame kholsa,Shorea robusta,,98,25,1
27.44980877,85.03910197,306207,3037786,Rame kholsa,Terminalia alata,,52,21,4
27.45001935,85.03864665,306163,3037810,Rame kholsa,Trewia nudiflora,,57,26,3
27.44620248,85.04633765,306916,3037376,Rame kholsa,Tsuga spp,,87,19,2
27.45327878,85.04147679,306448,3038167,Rame kholsa,Terai spp,,76,26,2
27.45216588,85.04088992,306388,3038045,Rame kholsa,Hill spp,,92,23,3
27.45560629,85.04232262,306536,3038424,Rame kholsa,Abies spp,,39,24,4
27.44590624,85.03868252,306159,3037355,Rame kholsa,Acacia catechu,,27,18,1
27.44681556,85.04529397,306814,3037445,Rame kholsa,Adina cardifolia,,54,26,2
27.44143654,85.03676814,305962,3036862,Rame kholsa,Albizia spp,,50,24,3
27.44553361,85.04710631,306991,3037300,Rame kholsa,Alnus nepalensis,,88,22,3
27.45173634,85.04235454,306532,3037995,Rame kholsa,Anogeissus latifolia,,77,17,1
27.45212844,85.0401044,306310,3038042,Rame kholsa,Bombax ceiba,,63,26,3
27.44989181,85.04555817,306846,3037786,Rame kholsa,Cedrela toona,,27,29,2
27.45080166,85.04586824,306878,3037886,Rame kholsa,Dalbergia sissoo,,82,15,3
27.45422132,85.04305201,306605,3038269,Rame kholsa,Eugenia Jambolana,,59,21,3
27.45286105,85.04117339,306417,3038121,Rame kholsa,Hymenodictyon excelsum,,20,30,2
27.44934614,85.04159742,306453,3037731,Rame kholsa,Lagerstroemia parviflora,,57,15,4
27.45176094,85.04400346,306695,3037995,Rame kholsa,Michelia champaca,,16,28,2
27.444884,85.04260159,306545,3037235,Rame kholsa,Pinus roxburghii,,79,15,4
27.44384729,85.04276061,306559,3037120,Rame kholsa,Pinus wallichiana,,43,21,3
27.4522308,85.04460463,306755,3038046,Rame kholsa,Quercus spp,,60,21,3
27.45232538,85.04080961,306380,3038063,Rame kholsa,Schima wallichii,,82,16,3
27.44368698,85.04483666,306763,3037099,Rame kholsa,Shorea robusta,,70,20,4
27.44797399,85.04143879,306435,3037579,Rame kholsa,Terminalia alata,,11,27,1
27.44888125,85.04137832,306431,3037680,Rame kholsa,Trewia nudiflora,,67,25,1
27.44803712,85.04308538,306598,3037584,Rame kholsa,Tsuga spp,,71,20,2
27.44568592,85.03817978,306109,3037331,Rame kholsa,Terai spp,,91,30,1
27.44490002,85.04350823,306634,3037236,Rame kholsa,Hill spp,,87,16,3
27.43833236,85.03630619,305911,3036519,Rame kholsa,Abies spp,,47,29,2
27.44384125,85.04711372,306989,3037113,Rame kholsa,Acacia catechu,,31,25,3
27.44394785,85.03929443,306216,3037137,Rame kholsa,Adina cardifolia,,95,20,2
27.44951019,85.04378623,306670,3037746,Rame kholsa,Albizia spp,,79,22,1
27.44939416,85.03897999,306195,3037741,Rame kholsa,Alnus nepalensis,,83,28,4
27.45517014,85.04226582,306529,3038375,Rame kholsa,Anogeissus latifolia,,33,26,2
27.44651519,85.04393525,306679,3037414,Rame kholsa,Bombax ceiba,,73,18,3
27.44461108,85.04238058,306522,3037205,Rame kholsa,Cedrela toona,,39,17,1
27.45003733,85.04487469,306778,3037803,Rame kholsa,Abies spp,,37,19,3
27.44545408,85.04047405,306335,3037302,Rame kholsa,Acacia catechu,,29,29,1
27.44223941,85.03854687,306139,3036949,Rame kholsa,Adina cardifolia,,53,19,4
27.45407912,85.0435059,306650,3038253,Rame kholsa,Albizia spp,,44,22,1
27.4457456,85.04777467,307058,3037323,Rame kholsa,Alnus nepalensis,,85,18,3
27.44343729,85.04563883,306842,3037070,Rame kholsa,Anogeissus latifolia,,51,25,3
27.44181904,85.03725942,306011,3036904,Rame kholsa,Bombax ceiba,,81,28,3
27.45301009,85.04142039,306442,3038137,Rame kholsa,Cedrela toona,,58,15,3
27.44312986,85.03911637,306197,3037046,Rame kholsa,Dalbergia sissoo,,55,25,2
27.44449568,85.04153063,306438,3037194,Rame kholsa,Eugenia Jambolana,,43,26,4
27.44556952,85.04180831,306467,3037312,Rame kholsa,Hymenodictyon excelsum,,24,25,4
27.4502228,85.04475119,306766,3037823,Rame kholsa,Lagerstroemia parviflora,,71,29,3
27.44819282,85.04640185,306926,3037596,Rame kholsa,Michelia champaca,,19,26,4
27.44513685,85.04701556,306981,3037256,Rame kholsa,Pinus roxburghii,,45,15,3
27.44063992,85.03826777,306109,3036772,Rame kholsa,Pinus wallichiana,,18,28,3
27.44548893,85.04077102,306365,3037305,Rame kholsa,Quercus spp,,66,29,4
27.44230218,85.03962872,306246,3036954,Rame kholsa,Schima wallichii,,94,21,1
27.44427899,85.03992526,306279,3037172,Rame kholsa,Shorea robusta,,93,27,4
27.44459176,85.03934032,306222,3037208,Rame kholsa,Terminalia alata,,25,16,3
27.44192015,85.03915985,306199,3036912,Rame kholsa,Trewia nudiflora,,98,24,2
27.45007343,85.04494545,306785,3037807,Rame kholsa,Tsuga spp,,42,29,3
27.44443586,85.03887014,306175,3037191,Rame kholsa,Terai spp,,52,18,2
27.44384064,85.04351546,306633,3037118,Rame kholsa,Hill spp,,25,24,1
27.44551012,85.04077402,306365,3037307,Rame kholsa,Abies spp,,85,26,3
27.44892574,85.04236663,306528,3037683,Rame kholsa,Acacia catechu,,51,16,2
27.44121158,85.03721569,306006,3036837,Rame kholsa,Adina cardifolia,,16,21,3
27.44566913,85.04307788,306593,3037321,Rame kholsa,Albizia spp,,69,16,4
27.44414305,85.04264623,306548,3037153,Rame kholsa,Alnus nepalensis,,63,25,2
27.44890382,85.04200269,306492,3037682,Rame kholsa,Anogeissus latifolia,,74,15,3
27.44945691,85.04687844,306975,3037735,Rame kholsa,Bombax ceiba,,71,24,1
27.44290465,85.04005971,306290,3037020,Rame kholsa,Cedrela toona,,35,26,4
27.44397571,85.0459585,306875,3037129,Rame kholsa,Dalbergia sissoo,,57,17,3
27.44539851,85.04042815,306331,3037296,Rame kholsa,Eugenia Jambolana,,97,25,4
27.4402264,85.03796836,306078,3036726,Rame kholsa,Hymenodictyon excelsum,,46,26,2
27.45077468,85.04553817,306845,3037883,Rame kholsa,Lagerstroemia parviflora,,72,29,1
27.44682532,85.04403244,306689,3037448,Rame kholsa,Michelia champaca,,19,19,2
27.44497504,85.04040464,306328,3037249,Rame kholsa,Pinus roxburghii,,44,27,2
27.44738987,85.04036492,306328,3037516,Rame kholsa,Pinus wallichiana,,19,22,4
27.44623994,85.03778607,306071,3037393,Rame kholsa,Quercus spp,,17,21,1
27.44564921,85.04611913,306894,3037315,Rame kholsa,Schima wallichii,,90,30,2
27.44933954,85.04621215,306909,3037723,Rame kholsa,Shorea robusta,,43,18,2
27.44029183,85.03712831,305996,3036735,Rame kholsa,Terminalia alata,,64,15,3
27.44745187,85.04253278,306542,3037520,Rame kholsa,Trewia nudiflora,,89,15,2
27.44749523,85.0424079,306530,3037525,Rame kholsa,Tsuga spp,,17,27,4
27.44955386,85.0419692,306490,3037754,Rame kholsa,Terai spp,,48,19,3
27.44331986,85.04259223,306541,3037062,Rame kholsa,Hill spp,,15,22,1
27.44450117,85.04048416,306335,3037196,Rame kholsa,Abies spp,,59,18,3
27.44412901,85.04136332,306421,3037153,Rame kholsa,Acacia catechu,,53,17,3
27.45110912,85.0450186,306794,3037921,Rame kholsa,Adina cardifolia,,91,28,3
27.44681304,85.04780571,307062,3037441,Rame kholsa,Albizia spp,,87,25,1
27.44978727,85.04670389,306959,3037772,Rame kholsa,Alnus nepalensis,,38,26,2
27.45024959,85.04203917,306498,3037831,Rame kholsa,Anogeissus latifolia,,59,22,3
27.45038218,85.0418953,306484,3037846,Rame kholsa,Bombax ceiba,,19,27,4
27.44761302,85.04063513,306355,3037541,Rame kholsa,Cedrela toona,,14,17,4
27.44580303,85.04338283,306623,3037336,Rame kholsa,Abies spp,,47,25,2
27.4374153,85.03628726,305907,3036418,Rame kholsa,Acacia catechu,,27,19,3
27.45044785,85.03962543,306260,3037856,Rame kholsa,Adina cardifolia,,35,19,4
27.45054724,85.04179012,306474,3037864,Rame kholsa,Albizia spp,,58,18,4
27.44648226,85.03836546,306129,3037419,Rame kholsa,Alnus nepalensis,,72,16,3
27.44430592,85.04250359,306534,3037171,Rame kholsa,Anogeissus latifolia,,58,22,2
27.44310463,85.04697514,306974,3037031,Rame kholsa,Bombax ceiba,,56,29,1
27.44524668,85.03868802,306158,3037282,Rame kholsa,Cedrela toona,,12,24,3
27.44576297,85.04459946,306744,3037330,Rame kholsa,Dalbergia sissoo,,55,21,3
27.44490368,85.03784502,306074,3037245,Rame kholsa,Eugenia Jambolana,,68,29,3
27.44144584,85.03716749,306001,3036863,Rame kholsa,Hymenodictyon excelsum,,51,25,1
27.44361264,85.04214409,306497,3037095,Rame kholsa,Lagerstroemia parviflora,,94,30,1
27.45249381,85.04283382,306581,3038078,Rame kholsa,Michelia champaca,,24,29,3
27.44440967,85.0420568,306490,3037184,Rame kholsa,Pinus roxburghii,,31,22,2
27.44445165,85.03825168,306114,3037194,Rame kholsa,Pinus wallichiana,,93,30,2
27.44211354,85.03858618,306143,3036935,Rame kholsa,Quercus spp,,21,15,3
27.44897613,85.03841859,306138,3037695,Rame kholsa,Schima wallichii,,35,28,1
27.45023783,85.04335075,306628,3037827,Rame kholsa,Shorea robusta,,67,28,3
27.44985482,85.03838557,306137,3037793,Rame kholsa,Terminalia alata,,97,22,4
27.45166881,85.04010526,306310,3037991,Rame kholsa,Trewia nudiflora,,78,26,2
27.45526652,85.04341982,306644,3038384,Rame kholsa,Tsuga spp,,22,26,4
27.44744083,85.04735529,307019,3037511,Rame kholsa,Terai spp,,36,23,1
27.44536169,85.04408333,306692,3037286,Rame kholsa,Hill spp,,30,22,4
27.44981806,85.04420145,306711,3037779,Rame kholsa,Abies spp,,24,26,3
27.43966309,85.03628816,305911,3036667,Rame kholsa,Acacia catechu,,73,23,2
27.44718038,85.04050795,306342,3037493,Rame kholsa,Adina cardifolia,,57,21,3
27.44763434,85.03963224,306256,3037545,Rame kholsa,Albizia spp,,99,23,3
27.44632339,85.03980797,306271,3037399,Rame kholsa,Abies spp,,61,21,4
27.43872581,85.03671656,305952,3036562,Rame kholsa,Acacia catechu,,65,22,1
27.44231123,85.03678165,305965,3036959,Rame kholsa,Adina cardifolia,,88,23,4
27.4447328,85.04463411,306745,3037215,Rame kholsa,Albizia spp,,54,17,1
27.45206295,85.03996087,306296,3038035,Rame kholsa,Alnus nepalensis,,79,20,2
27.44412194,85.04492905,306773,3037147,Rame kholsa,Anogeissus latifolia,,52,24,1
27.44540212,85.03794283,306085,3037300,Rame kholsa,Bombax ceiba,,50,15,3
27.45381091,85.04291738,306591,3038224,Rame kholsa,Cedrela toona,,14,23,2
27.44833836,85.04185914,306477,3037619,Rame kholsa,Dalbergia sissoo,,16,19,3
27.44772167,85.04270221,306560,3037549,Rame kholsa,Eugenia Jambolana,,58,22,1
27.45196051,85.04511805,306806,3038015,Rame kholsa,Hymenodictyon excelsum,,24,18,3
27.44677511,85.04442922,306729,3037442,Rame kholsa,Lagerstroemia parviflora,,51,30,3
27.44860409,85.04681902,306968,3037641,Rame kholsa,Michelia champaca,,100,29,4
27.43923343,85.03672944,305954,3036618,Rame kholsa,Pinus roxburghii,,50,16,2
27.44514383,85.04264034,306549,3037264,Rame kholsa,Pinus wallichiana,,80,18,2
27.44869304,85.04165789,306458,3037659,Rame kholsa,Quercus spp,,16,27,3
27.44519968,85.03757114,306048,3037278,Rame kholsa,Schima wallichii,,19,18,2
27.45034782,85.04168241,306463,3037842,Rame kholsa,Shorea robusta,,85,29,3
27.43907518,85.03731192,306012,3036600,Rame kholsa,Terminalia alata,,41,19,4
27.44992551,85.03877096,306175,3037800,Rame kholsa,Trewia nudiflora,,15,29,1
27.44426796,85.04311112,306594,3037166,Rame kholsa,Tsuga spp,,48,28,2
27.44817246,85.04307203,306597,3037599,Rame kholsa,Terai spp,,65,16,4
27.45239121,85.04507677,306802,3038063,Rame kholsa,Hill spp,,67,22,3
27.44716866,85.03931528,306224,3037493,Rame kholsa,Abies spp,,72,18,4
27.44667379,85.03946307,306237,3037438,Rame kholsa,Acacia catechu,,27,25,4
27.4533267,85.04466069,306763,3038167,Rame kholsa,Adina cardifolia,,50,20,4
27.45389018,85.04151368,306453,3038235,Rame kholsa,Albizia spp,,20,22,2
27.4524023,85.04143153,306442,3038070,Rame kholsa,Alnus nepalensis,,21,29,4
27.44893223,85.04106559,306400,3037686,Rame kholsa,Anogeissus latifolia,,67,22,1
27.45460366,85.04351015,306651,3038311,Rame kholsa,Bombax ceiba,,22,17,2
27.44633308,85.0404733,306337,3037399,Rame kholsa,Cedrela toona,,40,27,4
27.44616645,85.04036534,306326,3037381,Rame kholsa,Dalbergia sissoo,,15,21,4
27.4474482,85.03874727,306168,3037525,Rame kholsa,Eugenia Jambolana,,81,28,2
27.44249795,85.03686377,305973,3036980,Rame kholsa,Hymenodictyon excelsum,,99,22,1
27.44745941,85.04642685,306927,3037515,Rame kholsa,Lagerstroemia parviflora,,40,16,2
27.4459299,85.04739959,307021,3037344,Rame kholsa,Michelia champaca,,25,21,2
27.44214294,85.03740113,306026,3036940,Rame kholsa,Pinus roxburghii,,67,19,3
27.44977666,85.0454616,306836,3037773,Rame kholsa,Pinus wallichiana,,45,17,3
27.44922765,85.04250875,306543,3037717,Rame kholsa,Quercus spp,,31,20,1
27.44931445,85.04457255,306747,3037723,Rame kholsa,Schima wallichii,,56,24,4
27.44921683,85.03833688,306131,3037722,Rame kholsa,Shorea robusta,,28,29,1
27.44983431,85.03871707,306169,3037790,Rame kholsa,Terminalia alata,,78,17,3
27.44526285,85.03729303,306021,3037285,Rame kholsa,Trewia nudiflora,,67,21,1
27.44841305,85.0475423,307039,3037619,Rame kholsa,Tsuga spp,,85,18,2
27.44534338,85.04138698,306425,3037288,Rame kholsa,Terai spp,,60,23,4
27.45300708,85.04487172,306783,3038132,Rame kholsa,Hill spp,,51,19,3
27.44460785,85.04226233,306511,3037205,Rame kholsa,Abies spp,,96,28,3
27.44791883,85.04534408,306821,3037567,Rame kholsa,Acacia catechu,,12,17,3
27.44721518,85.04697713,306981,3037487,Rame kholsa,Adina cardifolia,,79,21,2
27.44471151,85.04351355,306634,3037215,Rame kholsa,Albizia spp,,12,23,3
27.44262849,85.04080534,306363,3036988,Rame kholsa,Alnus nepalensis,,41,24,1
27.44571263,85.04401608,306686,3037325,Rame kholsa,Anogeissus latifolia,,94,17,4
27.45481094,85.04280987,306583,3038335,Rame kholsa,Bombax ceiba,,70,29,2
27.44364574,85.04442847,306723,3037095,Rame kholsa,Cedrela toona,,15,27,4
27.45047373,85.04085308,306382,3037857,Rame kholsa,Abies spp,,99,23,3
27.45216512,85.04252892,306550,3038042,Rame kholsa,Acacia catechu,,57,19,1
27.44431074,85.03974648,306261,3037176,Rame kholsa,Adina cardifolia,,87,16,4
27.45379045,85.04133792,306435,3038224,Rame kholsa,Albizia spp,,91,27,1
27.4529044,85.04300036,306598,3038123,Rame kholsa,Alnus nepalensis,,31,29,3
27.45291905,85.04105412,306406,3038128,Rame kholsa,Anogeissus latifolia,,21,29,2
27.45115869,85.04537356,306830,3037926,Rame kholsa,Bombax ceiba,,69,22,1
27.44902993,85.03942341,306238,3037700,Rame kholsa,Cedrela toona,,35,28,1
27.45485133,85.04308259,306610,3038339,Rame kholsa,Dalbergia sissoo,,68,23,4
27.4446394,85.0379992,306089,3037215,Rame kholsa,Eugenia Jambolana,,76,23,1
27.44934877,85.04415745,306706,3037728,Rame kholsa,Hymenodictyon excelsum,,51,29,3
27.44480934,85.04193415,306479,3037228,Rame kholsa,Lagerstroemia parviflora,,38,26,3
27.44514637,85.04497442,306780,3037261,Rame kholsa,Michelia champaca,,75,15,1
27.45091346,85.04485793,306778,3037900,Rame kholsa,Pinus roxburghii,,19,20,3
27.44819519,85.04501027,306789,3037598,Rame kholsa,Pinus wallichiana,,36,17,4
27.4527988,85.04280892,306579,3038112,Rame kholsa,Quercus spp,,33,18,1
27.44798254,85.04088027,306380,3037581,Rame kholsa,Schima wallichii,,91,22,1
27.44455997,85.04344993,306628,3037198,Rame kholsa,Shorea robusta,,100,27,2
27.45359919,85.0415679,306458,3038203,Rame kholsa,Terminalia alata,,79,22,4
27.44357292,85.03919081,306205,3037095,Rame kholsa,Trewia nudiflora,,10,28,3
27.44625981,85.04530459,306814,3037383,Rame kholsa,Tsuga spp,,26,23,4
27.45345128,85.04279877,306579,3038184,Rame kholsa,Terai spp,,79,23,4
27.44655957,85.04058144,306348,3037424,Rame kholsa,Hill spp,,68,23,3
27.44302839,85.03801859,306088,3037037,Rame kholsa,Abies spp,,80,28,2
27.44804543,85.04501889,306789,3037582,Rame kholsa,Acacia catechu,,65,24,4
27.44781266,85.03903117,306197,3037565,Rame kholsa,Adina cardifolia,,72,24,1
27.44736106,85.03771566,306066,3037517,Rame kholsa,Albizia spp,,40,20,1
27.43907372,85.03623186,305905,3036601,Rame kholsa,Alnus nepalensis,,48,21,2
27.4466666,85.03834888,306127,3037439,Rame kholsa,Anogeissus latifolia,,78,28,4
27.44794603,85.03908231,306202,3037580,Rame kholsa,Bombax ceiba,,82,22,3
27.44241723,85.04007899,306291,3036966,Rame kholsa,Cedrela toona,,39,19,1
27.44880931,85.04120872,306414,3037672,Rame kholsa,Dalbergia sissoo,,61,25,3
27.45379564,85.04236588,306537,3038223,Rame kholsa,Eugenia Jambolana,,91,17,3
27.44861745,85.03905478,306201,3037654,Rame kholsa,Hymenodictyon excelsum,,78,19,2
27.44500147,85.03733759,306024,3037256,Rame kholsa,Lagerstroemia parviflora,,17,17,4
27.4484268,85.03888916,306184,3037634,Rame kholsa,Michelia champaca,,60,23,4
27.44149029,85.03715213,306000,3036868,Rame kholsa,Pinus roxburghii,,16,17,4
27.45016866,85.04049943,306346,3037824,Rame kholsa,Pinus wallichiana,,38,24,3
27.43719749,85.03661161,305939,3036393,Rame kholsa,Quercus spp,,60,27,4
27.4499941,85.04317387,306610,3037801,Rame kholsa,Schima wallichii,,68,23,4
27.44642267,85.04775119,307056,3037398,Rame kholsa,Shorea robusta,,77,19,1
27.44277341,85.03796272,306082,3037009,Rame kholsa,Terminalia alata,,12,29,4
27.45451212,85.04219163,306521,3038303,Rame kholsa,Trewia nudiflora,,82,19,1
27.44799867,85.04170018,306461,3037582,Rame kholsa,Tsuga spp,,42,15,4
27.44633419,85.0398029,306270,3037400,Rame kholsa,Terai spp,,95,25,2
27.44708715,85.04137594,306427,3037481,Rame kholsa,Hill spp,,41,22,4
27.44459511,85.04060172,306346,3037206,Rame kholsa,Abies spp,,47,19,3
27.44605907,85.04637354,306920,3037360,Rame kholsa,Acacia catechu,,52,15,1
27.45176842,85.045298,306823,3037994,Rame kholsa,Adina cardifolia,,84,26,1
27.44998955,85.03854108,306152,3037807,Rame kholsa,Albizia spp,,98,27,1
27.45408215,85.04325322,306625,3038253,Rame kholsa,Alnus nepalensis,,70,26,3
27.45161038,85.04442127,306736,3037978,Rame kholsa,Anogeissus latifolia,,36,25,2
27.45239847,85.04122416,306422,3038070,Rame kholsa,Bombax ceiba,,65,30,1
27.44639643,85.04621738,306905,3037397,Rame kholsa,Cedrela toona,,60,15,3
27.45334975,85.04164647,306465,3038175,Rame kholsa,Abies spp,,13,24,1
27.44300263,85.04609651,306887,3037021,Rame kholsa,Acacia catechu,,82,18,1
27.44653576,85.04164562,306453,3037420,Rame kholsa,Adina cardifolia,,52,29,3
27.45213249,85.04005005,306305,3038042,Rame kholsa,Albizia spp,,97,23,1
27.45007643,85.04470283,306761,3037807,Rame kholsa,Alnus nepalensis,,94,23,1
27.44197363,85.03872844,306157,3036919,Rame kholsa,Anogeissus latifolia,,46,27,3
27.44168894,85.03948235,306231,3036886,Rame kholsa,Bombax ceiba,,80,17,1
27.44149751,85.03708697,305994,3036869,Rame kholsa,Cedrela toona,,66,27,2
27.4443575,85.04383465,306666,3037175,Rame kholsa,Dalbergia sissoo,,32,22,1
27.44955283,85.04039141,306334,3037756,Rame kholsa,Eugenia Jambolana,,15,16,1
27.44664571,85.03990621,306281,3037435,Rame kholsa,Hymenodictyon excelsum,,100,22,4
27.44607725,85.04050964,306340,3037371,Rame kholsa,Lagerstroemia parviflora,,89,30,1
27.44747497,85.04212415,306502,3037523,Rame kholsa,Michelia champaca,,83,29,4
27.44456205,85.04239237,306523,3037200,Rame kholsa,Pinus roxburghii,,38,16,2
27.44507388,85.04260337,306545,3037256,Rame kholsa,Pinus wallichiana,,62,21,2
27.44296864,85.0385557,306141,3037029,Rame kholsa,Quercus spp,,22,26,2
27.43999089,85.03716936,305999,3036702,Rame kholsa,Schima wallichii,,77,19,3
27.44771397,85.04001086,306293,3037553,Rame kholsa,Shorea robusta,,51,25,1
27.45084047,85.04575317,306867,3037890,Rame kholsa,Terminalia alata,,31,30,3
27.44439453,85.04459036,306740,3037178,Rame kholsa,Trewia nudiflora,,54,30,1
27.44988186,85.04598397,306888,3037784,Rame kholsa,Tsuga spp,,81,27,3
27.4454432,85.03911382,306201,3037303,Rame kholsa,Terai spp,,34,30,2
27.44667385,85.0386,306152,3037440,Rame kholsa,Hill spp,,98,16,3
27.44884949,85.03999668,306294,3037679,Rame kholsa,Abies spp,,86,23,3
27.45449902,85.0420786,306510,3038301,Rame kholsa,Acacia catechu,,67,24,4
27.44645414,85.03762991,306056,3037417,Rame kholsa,Adina cardifolia,,76,18,1
27.44107266,85.03775154,306059,3036820,Rame kholsa,Albizia spp,,23,20,4
27.4431615,85.03810582,306097,3037051,Rame kholsa,Alnus nepalensis,,78,30,2
27.4439756,85.03802059,306090,3037142,Rame kholsa,Anogeissus latifolia,,38,28,1
27.44480244,85.03926547,306215,3037231,Rame kholsa,Bombax ceiba,,43,21,2
27.44143514,85.03862047,306145,3036859,Rame kholsa,Cedrela toona,,49,25,4
27.44374941,85.04127417,306411,3037112,Rame kholsa,Dalbergia sissoo,,35,28,2
27.44198302,85.03738096,306023,3036922,Rame kholsa,Eugenia Jambolana,,45,29,4
27.44690728,85.04045569,306336,3037463,Rame kholsa,Hymenodictyon excelsum,,26,23,4
27.45048609,85.04448636,306741,3037853,Rame kholsa,Lagerstroemia parviflora,,44,24,3
27.43889202,85.03719773,306000,3036580,Rame kholsa,Michelia champaca,,84,21,2
27.44258036,85.03724518,306011,3036988,Rame kholsa,Pinus roxburghii,,58,29,4
27.43938545,85.03633054,305915,3036636,Rame kholsa,Pinus wallichiana,,26,17,4
27.44343925,85.0427319,306555,3037075,Rame kholsa,Quercus spp,,82,24,1
27.45448697,85.04349617,306650,3038298,Rame kholsa,Schima wallichii,,94,21,2
27.44811156,85.03919423,306213,3037598,Rame kholsa,Shorea robusta,,75,18,1
27.44909054,85.04366959,306658,3037700,Rame kholsa,Terminalia alata,,73,19,3
27.44522443,85.04042199,306330,3037276,Rame kholsa,Trewia nudiflora,,45,24,4
27.45584222,85.04257852,306561,3038449,Rame kholsa,Tsuga spp,,63,21,2
27.44502998,85.0445298,306735,3037248,Rame kholsa,Terai spp,,44,20,2
27.44698863,85.04703668,306987,3037462,Rame kholsa,Hill spp,,26,19,4
27.44488899,85.04420052,306703,3037233,Rame kholsa,Abies spp,,51,16,2
27.44656334,85.04708445,306991,3037414,Rame kholsa,Acacia catechu,,63,29,1
27.44879056,85.04665992,306953,3037662,Rame kholsa,Adina cardifolia,,82,22,3
27.44691151,85.04698673,306982,3037453,Rame kholsa,Albizia spp,,15,30,2
27.45473922,85.04290916,306592,3038327,Rame kholsa,Alnus nepalensis,,86,22,2
27.45510998,85.04322087,306624,3038367,Rame kholsa,Anogeissus latifolia,,100,18,2
27.45366417,85.04106489,306408,3038210,Rame kholsa,Bombax ceiba,,26,30,2
27.44843972,85.04603332,306890,3037624,Rame kholsa,Cedrela toona,,38,16,2
27.4434493,85.04403716,306684,3037074,Rame kholsa,Abies spp,,91,27,2
27.44853895,85.03972982,306267,3037645,Rame kholsa,Acacia catechu,,39,16,1
27.44356352,85.04375748,306657,3037087,Rame kholsa,Adina cardifolia,,78,25,4
27.44773818,85.04686507,306971,3037545,Rame kholsa,Albizia spp,,83,19,2
27.44562551,85.04072152,306360,3037320,Rame kholsa,Alnus nepalensis,,29,27,3
27.44886644,85.04551967,306840,3037672,Rame kholsa,Anogeissus latifolia,,14,25,2
27.44670546,85.04437045,306723,3037434,Rame kholsa,Bombax ceiba,,31,16,3
27.44867422,85.03997657,306292,3037659,Rame kholsa,Cedrela toona,,89,23,4
27.4526036,85.04320373,306618,3038090,Rame kholsa,Dalbergia sissoo,,76,27,4
27.44583732,85.04555557,306838,3037336,Rame kholsa,Eugenia Jambolana,,58,26,3
27.45065013,85.04129722,306426,3037876,Rame kholsa,Hymenodictyon excelsum,,18,23,3
27.45565365,85.04241957,306545,3038429,Rame kholsa,Lagerstroemia parviflora,,36,29,2
27.44246701,85.03983623,306267,3036972,Rame kholsa,Michelia champaca,,89,27,3
27.45368055,85.04110912,306412,3038212,Rame kholsa,Pinus roxburghii,,55,16,3
27.44905829,85.04467079,306756,3037695,Rame kholsa,Pinus wallichiana,,96,18,3
27.4401272,85.03801553,306083,3036715,Rame kholsa,Quercus spp,,83,26,1
27.44836765,85.03897409,306192,3037627,Rame kholsa,Schima wallichii,,35,30,4
27.44835621,85.03815126,306111,3037627,Rame kholsa,Shorea robusta,,90,22,4
27.44595746,85.04731796,307013,3037347,Rame kholsa,Terminalia alata,,32,27,2
27.45218817,85.04484413,306779,3038041,Rame kholsa,Trewia nudiflora,,63,26,2
27.45122982,85.04032339,306331,3037942,Rame kholsa,Tsuga spp,,95,21,3
27.45384565,85.04412107,306710,3038226,Rame kholsa,Terai spp,,43,26,2
27.44864717,85.03856265,306152,3037658,Rame kholsa,Hill spp,,52,23,1
27.44965418,85.04377959,306669,3037762,Rame kholsa,Abies spp,,32,29,2
27.44588591,85.04037234,306326,3037350,Rame kholsa,Acacia catechu,,40,15,2
27.44671525,85.03801387,306094,3037445,Rame kholsa,Adina cardifolia,,87,17,1
27.44919852,85.04297641,306589,3037713,Rame kholsa,Albizia spp,,45,28,4
27.44932606,85.03878284,306175,3037733,Rame kholsa,Alnus nepalensis,,72,23,1
27.44559372,85.04349836,306635,3037312,Rame kholsa,Anogeissus latifolia,,86,18,1
27.44797016,85.03931367,306225,3037582,Rame kholsa,Bombax ceiba,,13,30,2
27.44749787,85.04292985,306582,3037524,Rame kholsa,Cedrela toona,,49,28,2
27.44595121,85.03980963,306270,3037358,Rame kholsa,Dalbergia sissoo,,21,21,2
27.45051533,85.03896631,306195,3037865,Rame kholsa,Eugenia Jambolana,,77,21,4
27.45124201,85.0447569,306769,3037936,Rame kholsa,Hymenodictyon excelsum,,40,25,4
27.44747111,85.0474791,307031,3037514,Rame kholsa,Lagerstroemia parviflora,,76,19,4
27.44820801,85.03823487,306119,3037610,Rame kholsa,Michelia champaca,,43,23,4
27.44288887,85.04045845,306329,3037017,Rame kholsa,Pinus roxburghii,,30,28,1
27.45269391,85.04306074,306604,3038100,Rame kholsa,Pinus wallichiana,,21,20,3
27.44826708,85.04306724,306597,3037609,Rame kholsa,Quercus spp,,79,24,1
27.45036516,85.04249138,306543,3037843,Rame kholsa,Schima wallichii,,86,17,4
27.44208011,85.03897461,306181,3036930,Rame kholsa,Shorea robusta,,37,17,1
27.44451694,85.04092792,306379,3037197,Rame kholsa,Terminalia alata,,29,24,4
27.44749262,85.04699563,306984,3037517,Rame kholsa,Trewia nudiflora,,56,24,1
27.45118753,85.04107298,306405,3037936,Rame kholsa,Tsuga spp,,38,21,1
27.44436197,85.0449802,306779,3037174,Rame kholsa,Terai spp,,85,27,4
